,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
221,HighSchool,2002,338,Tyler Everett,McKinley,Ohio State,S,72,190,3,0.8667,Canton,OH,NA
222,HighSchool,2002,340,Donald Burgs,Madison,Colorado,CB,71,170,3,0.8667,Houston,TX,NA
223,HighSchool,2002,342,Marques Binns,Dorsey,Oregon,CB,72,170,3,0.8667,Los Angeles,CA,NA
224,HighSchool,2002,343,Roshawn Pope,Ball,Houston,ATH,71,180,3,0.8667,Galveston,TX,NA
225,HighSchool,2002,344,Joseph Klopfenstein,Grandview,Colorado,TE,77,211,3,0.8667,Aurora,CO,NA
226,HighSchool,2002,346,Fabian Washington,Bayshore,Nebraska,ATH,72,175,3,0.8667,Bradenton,FL,NA
227,HighSchool,2002,347,Cody Boyd,Ferndale,Washington State,TE,80,220,3,0.8667,Ferndale,WA,NA
228,HighSchool,2002,348,Regis Edgerson,Garfield Heights,South Carolina,FB,73,220,3,0.8667,Cleveland,OH,NA
229,HighSchool,2002,349,Shelton Sampson,Clover Park,Washington,APB,70,178,3,0.8667,Lakewood,WA,NA
230,HighSchool,2002,351,Tristan Walker,Claremont,Colorado State,FB,73,222,3,0.8667,Claremont,CA,NA
231,HighSchool,2002,353,Kenny Irons,Dacula,South Carolina,RB,71,190,3,0.8667,Dacula,GA,NA
232,HighSchool,2002,354,Jamal Pittman,Columbia,Ole Miss,RB,74,225,3,0.8667,Columbia,MS,NA
233,HighSchool,2002,355,Marcus Freeman,Cretin Derham Hall,Notre Dame,TE,76,240,3,0.8667,Saint Paul,MN,NA
234,HighSchool,2002,356,Wali Lundy,Holy Cross,Virginia,RB,72,195,3,0.8667,Riverside,NJ,NA
235,HighSchool,2002,357,Darnell Hood,Harper Woods,Michigan,APB,72,185,3,0.8667,Harper Woods,MI,NA
236,HighSchool,2002,358,Christian Olsen,Wayne Hills,Notre Dame,PRO,76,220,3,0.8667,Wayne,NJ,NA
237,HighSchool,2002,360,Thomas Bachman,Evangel Christian Academy,Texas Tech,WR,71,180,3,0.8667,Shreveport,LA,NA
238,HighSchool,2002,362,J.J. Billingsley,Eaglecrest,Colorado,ATH,71,185,3,0.8667,Aurora,CO,NA
239,HighSchool,2002,363,Ajenavi Eziemfe,Edna Karr,Georgia Tech,FB,74,215,3,0.8667,New Orleans,LA,NA
240,HighSchool,2002,364,Robert Merrill,Taft,TCU,RB,71,200,3,0.8667,San Antonio,TX,NA
241,HighSchool,2002,367,Irvin Brisker,Rockdale County,Clemson,TE,80,265,3,0.8667,Conyers,GA,NA
242,HighSchool,2002,370,Reggie Lewis,First Coast,Florida,WR,71,180,3,0.8667,Jacksonville,FL,NA
243,HighSchool,2002,372,Ibrahim Halsey,Elizabeth,Illinois,RB,71,190,3,0.8667,Elizabeth,NJ,NA
244,HighSchool,2002,373,Tony Taylor,Oconee County,Georgia,OLB,74,215,3,0.8667,Watkinsville,GA,NA
245,HighSchool,2002,376,B.J. Fields,Camden County,Georgia,CB,71,180,3,0.8667,Kingsland,GA,NA
246,HighSchool,2002,378,Damien Collins,Bryan Adams,Oklahoma State,WR,73,187,3,0.8667,Dallas,TX,NA
247,HighSchool,2002,383,Allen Webb,Chatfield,Indiana,DUAL,75,190,3,0.8333,Littleton,CO,NA
248,HighSchool,2002,387,Leroy White,South Garland,Tulsa,OLB,73,220,3,0.8333,Garland,TX,NA
249,HighSchool,2002,389,John Scott,Zanesville,West Virginia,RB,72,185,3,0.8333,Zanesville,OH,NA
250,HighSchool,2002,390,Willie Andrews,Longview,Baylor,CB,70,180,3,0.8333,Longview,TX,NA
251,HighSchool,2002,391,Joel Statham,Murray County,Maryland,DUAL,75,195,3,0.8333,Chatsworth,GA,NA
252,HighSchool,2002,392,I-Perfection Harris,Poly Prep,Georgia Tech,CB,70,165,3,0.8333,Brooklyn,NY,NA
253,HighSchool,2002,394,Dedric Poole,Little Rock Central,Arkansas,APB,69,184,3,0.8333,Little Rock,AR,NA
254,HighSchool,2002,395,Ian Firestone,Wilson,North Carolina,WR,73,191,3,0.8333,Reading,PA,NA
255,HighSchool,2002,396,Thomas Wright,Sweeny,Oklahoma State,S,72,183,3,0.8333,Brownsville,TX,NA
256,HighSchool,2002,397,Oscar Lua,Indio,USC,ILB,74,240,3,0.8333,Indio,CA,NA
257,HighSchool,2002,398,Tyrone Martin,Benjamin Russell Sch,Auburn,ILB,73,215,3,0.8333,Alexander City,AL,NA
258,HighSchool,2002,399,Maurice Humphrey,Berlin,Penn State,S,73,182,3,0.8333,Berlin,CT,NA
259,HighSchool,2002,400,Will Herring,Opelika,Auburn,ATH,75,205,3,0.8333,Opelika,AL,NA
260,HighSchool,2002,401,Michael DePriest,Fossil Ridge,TCU,WR,72,173,3,0.8333,Keller,TX,NA
261,HighSchool,2002,404,O.C. Collins,Dacula,Memphis,S,72,175,3,0.8333,Dacula,GA,NA
262,HighSchool,2002,408,Ra'Shawn Mosley,Southwest,Arizona,APB,71,175,3,0.8333,San Antonio,TX,NA
263,HighSchool,2002,411,Daunte Fields,Cardinal Newman,North Carolina,WR,73,155,3,0.8333,West Palm Beach,FL,NA
264,HighSchool,2002,412,Lawrence Vickers,Forest Brook,Colorado,FB,73,218,3,0.8333,Houston,TX,NA
265,HighSchool,2002,415,J.D. Runnels,Carl Albert,Oklahoma,FB,73,230,3,0.8333,Oklahoma City,OK,NA
266,HighSchool,2002,416,Shang Moore,Worthing,Houston,ATH,74,190,3,0.8333,Houston,TX,NA
267,HighSchool,2002,417,Aries Nelson,East Side,Mississippi State,DUAL,75,200,3,0.8333,Cleveland,MS,NA
268,HighSchool,2002,418,Chad Jorgenson,San Marcos Baptist Academy,Louisville,TE,78,225,3,0.8333,San Marcos,TX,NA
269,HighSchool,2002,419,Isaiah Fluellen,Ramstein,Nebraska,WR,73,177,3,0.8333,New Germany,MN,NA
270,HighSchool,2002,420,Kellen Tillman,Plano West,Texas Tech,OLB,74,218,3,0.8333,Plano,TX,NA
271,HighSchool,2002,421,Anthony Waters,Lake View,Clemson,OLB,75,205,3,0.8333,Lake View,SC,NA
272,HighSchool,2002,422,Jamar Brittingham,Neshaminy,Rutgers,RB,73,190,3,0.8333,Langhorne,PA,NA
273,HighSchool,2002,424,Jaren Hayes,Cedar Crest,Michigan State,APB,69,180,3,0.8333,Lebanon,PA,NA
274,HighSchool,2002,426,Jimtavis Walker,Statesboro,Florida,APB,70,195,3,0.8333,Statesboro,GA,NA
275,HighSchool,2002,427,Derrele Mitchell,Reynolds,North Carolina,WR,75,190,3,0.8333,Winston Salem,NC,NA
276,HighSchool,2002,428,Patrick Dosh,Benedictine,Florida,PRO,75,205,3,0.8333,Richmond,VA,NA
277,HighSchool,2002,429,Jamie Beeghley,Midland Christian,Oklahoma State,PRO,75,195,3,0.8333,Midland,TX,NA
278,HighSchool,2002,430,Brad Schell,Paint Branch,Maryland,TE,77,230,3,0.8333,Burtonsville,MD,NA
279,HighSchool,2002,431,Martrez Milner,West Hall,Georgia,ATH,77,235,3,0.8333,Oakwood,GA,NA
280,HighSchool,2002,433,Jimmy Morris,Skyline,Iowa State,OLB,72,205,3,0.8333,Dallas,TX,NA
281,HighSchool,2002,436,Jerome Kemp,Southeast,Kansas,S,70,188,3,0.8333,Wichita,KS,NA
282,HighSchool,2002,438,Charles Ben,Calhoun County,South Carolina,WR,73,190,3,0.8333,Saint Matthews,SC,NA
283,HighSchool,2002,439,Joel Filani,Paradise Valley,Texas Tech,WR,75,205,3,0.8333,Phoenix,AZ,NA
284,HighSchool,2002,440,Maurice Avery,McNair,Memphis,DUAL,73,190,3,0.8333,Atlanta,GA,NA
285,HighSchool,2002,441,Ray Williams,Scotch Plains Fanwood,Purdue,WR,74,170,3,0.8333,Scotch Plains,NJ,NA
286,HighSchool,2002,442,Vance Washington,Clear Brook,Colorado,CB,69,175,3,0.8333,Friendswood,TX,NA
287,HighSchool,2002,443,J.D. Groves,North Marion,UCLA,FB,75,225,3,0.8333,Aurora,OR,NA
288,HighSchool,2002,444,Matthew Trannon,Northern Commencement Academy,Michigan State,WR,79,195,3,0.8333,Flint,MI,NA
289,HighSchool,2002,445,Nathaniel Banks,Amite County,Ole Miss,WR,71,179,3,0.8333,Liberty,MS,NA
290,HighSchool,2002,446,Darnell Smith,Taft,Oklahoma State,ILB,75,220,3,0.8333,San Antonio,TX,NA
291,HighSchool,2002,449,Patrick Fleming,Colleyville Heritage,Texas A&M,TE,76,270,3,0.8333,Colleyville,TX,NA
292,HighSchool,2002,451,Bryan Brown,Corinth,Ole Miss,ATH,70,185,3,0.8333,Corinth,MS,NA
293,HighSchool,2002,452,Hammond Thomas,Lee,Kansas State,WR,74,180,3,0.8333,Baytown,TX,NA
294,HighSchool,2002,453,Dominique Richmond,South Hagerstown Sr,Maryland,DUAL,74,185,3,0.8333,Hagerstown,MD,NA
295,HighSchool,2002,454,Donnie Anders,Salina Central,Kansas State,APB,70,175,3,0.8333,Salina,KS,NA
296,HighSchool,2002,456,Corey Taylor,University City Sr.,Missouri,APB,72,200,3,0.8333,Saint Louis,MO,NA
297,HighSchool,2002,457,Xavier McGuire,Carter,Georgia Tech,WR,77,210,3,0.8333,Dallas,TX,NA
298,HighSchool,2002,458,D'Jaun Woods,Millwood,Oklahoma State,WR,73,190,3,0.8333,Oklahoma City,OK,NA
299,HighSchool,2002,459,Gabe Hall,Coronado,Texas Tech,TE,76,235,3,0.8333,Lubbock,TX,NA
300,HighSchool,2002,462,Chris McFoy,Chino,USC,WR,74,185,3,0.8333,Chino,CA,NA
301,HighSchool,2002,464,Azzie Beagnyam,Clear Lake,Pittsburgh,ILB,73,225,3,0.8333,Houston,TX,NA
302,HighSchool,2002,465,Charles Sallet,Armwood,Pittsburgh,ILB,71,220,3,0.8333,Seffner,FL,NA
303,HighSchool,2002,466,Daniel McLemore,Duncanville,Oklahoma State,APB,68,170,3,0.8333,Duncanville,TX,NA
304,HighSchool,2002,467,Ruben Mayes,Ridgeway,Tennessee,FB,74,240,3,0.8333,Memphis,TN,NA
305,HighSchool,2002,468,Sinorice Moss,Miami Carol City,Miami,WR,68,163,3,0.8333,Opa Locka,FL,NA
306,HighSchool,2002,469,Ben Bandel,Murrieta Valley,Washington,TE,79,265,3,0.8333,Murrieta,CA,NA
307,HighSchool,2002,470,Brandon Archer,Cretin Derham Hall,Kansas State,OLB,74,220,3,0.8333,Saint Paul,MN,NA
308,HighSchool,2002,471,Kenneth Tynes,Centreville,Virginia,RB,71,185,3,0.8333,Clifton,VA,NA
309,HighSchool,2002,473,Chad McCullar,North Shore,Houston,WR,77,173,3,0.8333,Houston,TX,NA
310,HighSchool,2002,475,Pierre Rembert,Cudahy,Michigan,RB,73,200,3,0.8333,Cudahy,WI,NA
311,HighSchool,2002,476,Chris Choice,Eleanor Roosevelt,Maryland,CB,73,175,3,0.8333,Greenbelt,MD,NA
312,HighSchool,2002,478,Josh Hibbets,Enid,Missouri,DUAL,75,190,3,0.8333,Enid,OK,NA
313,HighSchool,2002,480,Kevis Burnam,Macon County,Auburn,ILB,75,230,3,0.8333,Montezuma,GA,NA
314,HighSchool,2002,483,Ryan Cole,South Kitsap,Oregon State,RB,71,212,3,0.8333,Port Orchard,WA,NA
315,HighSchool,2002,484,Brandon Hancock,Clovis West,USC,FB,73,235,3,0.8333,Fresno,CA,NA
316,HighSchool,2002,485,Vernon Russell,John Curtis,LSU,CB,73,185,3,0.8333,New Orleans,LA,NA
317,HighSchool,2002,486,Dallas Baker,Northfield Mount Hermon,Florida,WR,76,185,3,0.8333,Northfield,MA,NA
318,HighSchool,2002,487,Marvin Mitchell,Lake Taylor,Tennessee,ILB,75,230,3,0.8333,Norfolk,VA,NA
319,HighSchool,2002,488,Jerome Brooks,Haltom,Purdue,RB,70,175,3,0.8333,Fort Worth,TX,NA
320,HighSchool,2002,490,Jerome Lewis,Turner,Kansas,APB,70,175,3,0.8333,Carrollton,TX,NA
321,HighSchool,2002,492,Ken Topps,Shannon,Mississippi State,ATH,72,170,3,0.8333,Shannon,MS,NA
322,HighSchool,2002,493,Darrell Burston,Starrs Mill,Florida State,OLB,74,210,3,0.8333,Fayetteville,GA,NA
323,HighSchool,2002,494,Jason Snelling,Lloyd C. Bird,Virginia,FB,73,315,3,0.8333,Chesterfield,VA,NA
324,HighSchool,2002,495,Kenneth Kern,Clarksdale,Mississippi State,ILB,73,225,3,0.8333,Clarksdale,MS,NA
325,HighSchool,2002,498,Reggie Corner,McKinley,Bowling Green,WR,71,170,3,0.8333,Canton,OH,NA
326,HighSchool,2002,499,Marcus Guerrero-Bacon,Cy Springs,Missouri,S,75,190,3,0.8333,Cypress,TX,NA
327,HighSchool,2002,500,Akarika Dawn,Kempner,Colorado,OLB,74,205,3,0.8333,Sugar Land,TX,NA
328,HighSchool,2002,501,Tremaine Tyler,Edisto Hi,South Carolina,CB,72,175,3,0.8333,Cordova,SC,NA
329,HighSchool,2002,502,Brandon Grandberry,Crowley,Kansas State,CB,71,185,3,0.8333,Crowley,TX,NA
330,HighSchool,2002,503,Clint Haney,Smithson Valley,Texas,APB,72,190,3,0.8333,Spring Branch,TX,NA
331,HighSchool,2002,505,Keron Gordon,Plant,LSU,S,73,185,3,0.8333,Tampa,FL,NA
332,HighSchool,2002,506,Reggie Merriweather,North Augusta,Clemson,RB,70,190,3,0.8333,North Augusta,SC,NA
333,HighSchool,2002,508,Kenneth Tookes,First Coast,Florida,WR,74,180,3,0.8333,Jacksonville,FL,NA
334,HighSchool,2002,509,Danny Melendez,McCaskey,Maryland,WR,74,175,3,0.8333,Lancaster,PA,NA
335,HighSchool,2002,510,Matthew Fountaine,Bishop O'Dowd,Washington,CB,71,182,3,0.8333,Oakland,CA,NA
336,HighSchool,2002,511,Beau Carr,Westfield,Arizona,APB,71,195,3,0.8333,Houston,TX,NA
337,HighSchool,2002,512,Garnet Smith,Lamar,Texas,OLB,75,221,3,0.8333,Arlington,TX,NA
338,HighSchool,2002,513,Dominique Owens,Kempner,LSU,APB,70,185,3,0.8333,Sugar Land,TX,NA
339,HighSchool,2002,514,Jasper Faulk,Lafayette,Southern Mississippi,RB,72,190,3,0.8333,Lafayette,LA,NA
340,HighSchool,2002,516,Pagitte McGee,John Tyler,Oklahoma State,OLB,72,215,3,0.8333,Tyler,TX,NA
341,HighSchool,2002,517,Jason Ackermann,Fairview,Colorado,ILB,74,197,3,0.8333,Boulder,CO,NA
342,HighSchool,2002,518,Will Proctor,Trinity Preparatory School,Clemson,PRO,75,185,3,0.8333,Winter Park,FL,NA
343,HighSchool,2002,519,Rimmon McNeese,Grandview,Kansas State,TE,74,215,3,0.8333,Grandview,MO,NA
344,HighSchool,2002,520,Taylor Owenby,South Forsyth,West Virginia,OLB,74,220,3,0.8333,Cumming,GA,NA
345,HighSchool,2002,521,John Doucette,St. Augustine,Memphis,TE,74,245,3,0.8333,New Orleans,LA,NA
346,HighSchool,2002,523,Franklin Payne,University School,Illinois,WR,72,176,3,0.8333,Johnson City,TN,NA
347,HighSchool,2002,524,Kelvin German,Sandy Creek,Middle Tennessee,RB,71,190,3,0.8333,Tyrone,GA,NA
348,HighSchool,2002,526,Brodrick Cross,Dwyer,Ole Miss,OLB,73,234,3,0.8333,Palm Beach Gardens,FL,NA
349,HighSchool,2002,529,Chad Schroeder,Westlake,Texas A&M,ATH,74,170,3,0.8333,Austin,TX,NA
350,HighSchool,2002,530,Zach Zwilling,Fort Zumwalt East,Missouri,TE,78,250,3,0.8333,Saint Peters,MO,NA
351,HighSchool,2002,531,Tony Franklin,St Peter Chanel,Virginia,APB,71,175,3,0.8333,Bedford,OH,NA
352,HighSchool,2002,532,Brian Bennett,Holy Cross,Pittsburgh,OLB,73,210,3,0.8333,Riverside,NJ,NA
353,HighSchool,2002,533,Lawrence Williams,Lutcher,LSU,ILB,76,230,3,0.8333,Lutcher,LA,NA
354,HighSchool,2002,536,Lawrence Lilly,Montevallo,Ole Miss,TE,76,240,3,0.8333,Montevallo,AL,NA
355,HighSchool,2002,537,LaKeldrick Bridges,Hillcrest,Georgia Tech,ATH,75,170,3,0.8333,Dallas,TX,NA
356,HighSchool,2002,538,Victor Worsley,North Edgecombe,North Carolina,ILB,74,230,3,0.8333,Tarboro,NC,NA
357,HighSchool,2002,539,Karim El Nokali,Chartiers Valley,Boston College,PRO,76,200,3,0.8333,Bridgeville,PA,NA
358,HighSchool,2002,541,Andre Hemphill,Brevard,South Carolina,WR,73,190,3,0.8333,Brevard,NC,NA
359,HighSchool,2002,545,David Noel,Southern,North Carolina,WR,77,208,3,0.8333,Durham,NC,NA
360,HighSchool,2002,546,Larry Anam,American,Boston College,S,72,180,3,0.8333,Hialeah,FL,NA
361,HighSchool,2002,549,Jebiaus Brown,Milpitas,UCLA,CB,72,185,3,0.8333,Milpitas,CA,NA
362,HighSchool,2002,550,Tre Smith,Venice,Auburn,RB,71,190,3,0.8333,Venice,FL,NA
363,HighSchool,2002,551,Willis Barringer,Scott,Michigan,CB,72,195,3,0.8333,Toledo,OH,NA
364,HighSchool,2002,556,"James ""Leon"" Pinkney",Olympic Heights Community,East Carolina,PRO,76,200,3,0.8333,Boca Raton,FL,NA
365,HighSchool,2002,557,Josh Allen,Eleanor Roosevelt,Maryland,RB,72,200,3,0.8333,Greenbelt,MD,NA
366,HighSchool,2002,558,Chris Wilson,Catonsville,Penn State,FB,73,235,3,0.8333,Catonsville,MD,NA
367,HighSchool,2002,559,Chris Hannon,Riverview,Tennessee,ATH,76,190,3,0.8333,Sarasota,FL,NA
368,HighSchool,2002,561,James Washington,Oxnard,Baylor,OLB,74,205,3,0.8333,Oxnard,CA,NA
369,HighSchool,2002,563,Olaolu Sanni-Osomo,LaGrange,Georgia,S,74,195,3,0.8333,Lagrange,GA,NA
370,HighSchool,2002,565,James Clancy,Bishop Kelley,Tulsa,FB,73,240,3,0.8333,Tulsa,OK,NA
371,HighSchool,2002,568,Malcolm Ruff,Gilman,Duke,RB,72,217,3,0.8333,Baltimore,MD,NA
372,HighSchool,2002,569,Mark Simmons,DeSoto,Kansas,WR,71,170,3,0.8333,DeSoto,TX,NA
373,HighSchool,2002,570,David Reese,Milford Academy (HS),Temple,CB,71,185,3,0.8333,New Berlin,NY,NA
374,HighSchool,2002,575,Brandon Schweitzer,West Henderson,South Carolina,FB,75,250,3,0.8333,Hendersonville,NC,NA
375,HighSchool,2002,576,Elliot Goode,Fayetteville-Manlius,Wisconsin,OLB,73,220,3,0.8333,Manlius,NY,NA
376,HighSchool,2002,577,Brandon Leone,Oak Ridge,Texas A&M,S,73,190,3,0.8333,Conroe,TX,NA
377,HighSchool,2002,580,Donnie Johnson,North College Hill Jr/sr,Penn State,RB,72,195,3,0.8333,Cincinnati,OH,NA
378,HighSchool,2002,582,Derron Ware,Dorsey,Michigan State,S,76,205,3,0.8333,Los Angeles,CA,NA
379,HighSchool,2002,583,Andy Matakis,Flour Bluff,Texas A&M,ILB,75,220,3,0.8333,Corpus Christi,TX,NA
380,HighSchool,2002,586,Ken Darby,Sr Butler Sch,Alabama,RB,71,195,3,0.8333,Huntsville,AL,NA
381,HighSchool,2002,587,Erick Phillips,Hilliard Davidson,West Virginia,APB,70,205,3,0.8333,Hilliard,OH,NA
382,HighSchool,2002,588,Glenn Jackson,Turner,Oklahoma State,OLB,73,210,3,0.8333,Carrollton,TX,NA
383,HighSchool,2002,589,Anthony Barnett,Carter,SMU,APB,70,180,3,0.8333,Dallas,TX,NA
384,HighSchool,2002,591,Dontavius Wilcox,Rockledge Senior,UCF,APB,72,200,3,0.8333,Southwest Brevard Cnty,FL,NA
385,HighSchool,2002,594,Billy Don Malone,North Lamar,Tulane,PRO,74,185,3,0.8333,Paris,TX,NA
386,HighSchool,2002,595,Brandon Douglas,Mesquite,Texas Tech,ATH,74,180,3,0.8333,Mesquite,TX,NA
387,HighSchool,2002,596,Enrique Cook,Mount Carmel,Wisconsin,WR,73,185,3,0.8333,Mount Carmel,IL,NA
388,HighSchool,2002,597,Ronald Morton,Hamilton West-watson,Virginia,WR,73,180,3,0.8333,Trenton,NJ,NA
389,HighSchool,2002,599,Aaron Rouse,First Colonial,Virginia Tech,S,76,190,3,0.8333,Virginia Beach,VA,NA
390,HighSchool,2002,601,Jimmy Williams,Hampton,Virginia Tech,S,75,195,3,0.8333,Hampton,VA,NA
391,HighSchool,2002,602,Micah Sweats,Jersey Village,Texas Tech,S,73,190,3,0.8333,Houston,TX,NA
392,HighSchool,2002,603,Antonio Reynolds,Buchtel,Miami,OLB,76,215,3,0.8333,Akron,OH,NA
393,HighSchool,2002,606,J.J. Hair,Capistrano Valley,UCLA,TE,79,235,3,0.8333,Mission Viejo,CA,NA
394,HighSchool,2002,607,Aaron Gipson,Etiwanda,Oregon,CB,69,170,3,0.8333,Rancho Cucamonga,CA,NA
395,HighSchool,2002,609,Akeem Jackson,Elizabeth,West Virginia,S,73,180,3,0.8333,Elizabeth,NJ,NA
396,HighSchool,2002,610,Jamar Ransom,Andress,Oklahoma State,ATH,71,205,3,0.8333,El Paso,TX,NA
397,HighSchool,2002,611,Nick Reid,Derby,Kansas,DUAL,76,197,3,0.8333,Derby,KS,NA
398,HighSchool,2002,613,Desmond Sims,New Madrid,Arkansas,WR,74,195,3,0.8333,New Madrid,MO,NA
399,HighSchool,2002,614,Josh Tischer,Morris Community,Illinois,ILB,73,215,3,0.8333,Morris,IL,NA
400,HighSchool,2002,617,Loren Wade,Junipero Serra,Arizona State,RB,72,214,3,0.8333,Gardena,CA,NA
401,HighSchool,2002,618,Grant Brigham,Mountain Brook,Vanderbilt,WR,73,170,3,0.8333,Birmingham,AL,NA
402,HighSchool,2002,619,Jeff Cook,Notre Dame,LSU,S,75,190,3,0.8333,Crowley,LA,NA
403,HighSchool,2002,620,Willie Davis,Emsley A Laney,Virginia,S,75,190,3,0.8333,Wilmington,NC,NA
404,HighSchool,2002,622,Gerett Burl,Libertyville,Colorado,CB,69,170,3,0.8333,Libertyville,IL,NA
405,HighSchool,2002,625,Terry Bynes,Dillard,Rutgers,OLB,74,200,3,0.8333,Fort Lauderdale,FL,NA
406,HighSchool,2002,626,Justin Wyatt,Compton Dominguez,USC,CB,70,175,3,0.8333,Compton,CA,NA
407,HighSchool,2002,627,Jake Carney,Lexington Catholic,Notre Dame,S,72,180,3,0.8333,Lexington,KY,NA
408,HighSchool,2002,628,Reginald Cribbs Jr.,Hubbard,Wisconsin,OLB,73,210,3,0.8333,Chicago,IL,NA
409,HighSchool,2002,629,Dvon Hill,Greenwood,South Carolina,WR,75,200,3,0.8333,Greenwood,SC,NA
410,HighSchool,2002,631,Nicolaus Brooks,Northside,Florida,CB,74,180,3,0.8333,Columbus,GA,NA
411,HighSchool,2002,632,Antwan Stewart,Potomac,Tennessee,ATH,72,180,3,0.8333,Dumfries,VA,NA
412,HighSchool,2002,635,Jawan Walker,Cathedral Prep,Pittsburgh,APB,70,180,3,0.8333,Erie,PA,NA
413,HighSchool,2002,637,Jerramy Scott,Dwyer,Michigan State,APB,70,175,3,0.8333,Palm Beach Gardens,FL,NA
414,HighSchool,2002,639,Patrick Lowery,Davie County,NC State,ILB,74,227,3,0.8333,Mocksville,NC,NA
415,HighSchool,2002,641,Jason Lilly,Dover,Boston College,WR,74,205,3,0.8333,Dover,DE,NA
416,HighSchool,2002,642,Noah Strozier,Rockhurst,Kansas State,CB,72,180,3,0.8333,Kansas City,MO,NA
417,HighSchool,2002,643,Antonio Gonzalez,Worcester Academy,Boston College,ATH,71,178,3,0.8333,Worcester,MA,NA
418,HighSchool,2002,645,Nick Cannon,Hahnville,Tulane,DUAL,75,198,3,0.8333,Boutte,LA,NA
419,HighSchool,2002,646,Brandon Wright,East,Mississippi State,WR,70,170,3,0.8333,Memphis,TN,NA
420,HighSchool,2002,647,Chris Crumpton,Hartselle Sch,Southern Mississippi,PRO,75,190,3,0.8333,Hartselle,AL,NA
421,HighSchool,2002,649,Ricky Wilson,Memorial,Texas Tech,ATH,70,162,3,0.8333,Port Arthur,TX,NA
422,HighSchool,2002,650,Josh Lay,Valley Forge Military Academy (HS),Pittsburgh,S,73,190,3,0.8333,Wayne,PA,NA
423,HighSchool,2002,651,Andrew Ward,Evangel Christian Academy,Colorado,ILB,73,220,3,0.8333,Shreveport,LA,NA
424,HighSchool,2002,654,Josh Harris,Union,Middle Tennessee,DUAL,75,180,3,0.8333,Union,SC,NA
425,HighSchool,2002,655,Jason Whieldon,Orange,Hawai'i,PRO,73,190,3,0.8333,Orange,CA,NA
426,HighSchool,2002,657,Ty Kalandyk,Suwannee,UCF,OLB,74,210,3,0.8333,Live Oak,FL,NA
427,HighSchool,2002,660,Sean Lowe,Lamar,Kansas State,ILB,75,215,3,0.8333,Arlington,TX,NA
428,HighSchool,2002,661,A.J. Hawk,Centerville,Ohio State,OLB,74,230,3,0.8333,Dayton,OH,NA
429,HighSchool,2002,663,Deon Anderson,Avon Old Farms,Connecticut,ILB,71,230,3,0.8333,Avon,CT,NA
430,HighSchool,2002,666,Brandon Browner,Sylmar,Oregon State,WR,76,190,3,0.8222,Sylmar,CA,NA
431,HighSchool,2002,668,Dwayne Smith,Hales Franciscan,Wisconsin,RB,70,215,3,0.8,Chicago,IL,NA
432,HighSchool,2002,670,Chris Pazan,Brother Rice,Illinois,DUAL,74,205,3,0.8,Oak Lawn,IL,NA
433,HighSchool,2002,671,Jeff Burns,Ridge,Boston College,OLB,75,210,3,0.8,Basking Ridge,NJ,NA
434,HighSchool,2002,672,Shawn Bell,China Spring,Baylor,PRO,73,185,3,0.8,China Spring,TX,NA
435,HighSchool,2002,673,Justin Tyler,Jones County,Mississippi State,PRO,76,220,3,0.8,Gray,GA,NA
436,HighSchool,2002,674,Tyrone Henderson,McClymonds,Colorado,CB,72,180,3,0.8,Oakland,CA,NA
437,HighSchool,2002,675,Alexander Webb,Highland Park,Northwestern,PRO,73,180,3,0.8,Dallas,TX,NA
438,HighSchool,2002,678,Joseph Ferguson,The Pembroke Hill School,Northwestern,DUAL,73,182,3,0.8,Kansas City,MO,NA
439,HighSchool,2002,679,Junior Joseph,O Perry Walker,LSU,WR,73,175,3,0.8,New Orleans,LA,NA
440,HighSchool,2002,680,Mike Talbot,Agua Fria,Arizona State,ILB,74,230,3,0.8,Avondale,AZ,NA
441,HighSchool,2002,681,David Overstreet,W W Samuell,Missouri,DUAL,74,180,3,0.8,Dallas,TX,NA
442,HighSchool,2002,682,Adam Serena,South Allegheny,West Virginia,TE,75,220,3,0.8,Mckeesport,PA,NA
443,HighSchool,2002,686,Luke Getsy,Steel Valley,Pittsburgh,PRO,75,200,3,0.8,Homestead,PA,NA
444,HighSchool,2002,687,Quinton Broussard,The Colony,Toledo,CB,70,185,3,0.8,The Colony,TX,NA
445,HighSchool,2002,688,Bubba Terranova,Salmen,Tulane,WR,75,185,3,0.8,Slidell,LA,NA
446,HighSchool,2002,689,Anthony Longe,St. Paul Open School,Illinois,CB,71,175,3,0.8,Saint Paul,MN,NA
447,HighSchool,2002,690,Jeremy Foreman,Lutcher,Tulane,CB,74,170,3,0.8,Lutcher,LA,NA
448,HighSchool,2002,691,Gerald McCloud,St. John's Day School,Clemson,WR,74,185,3,0.8,Orange Park,FL,NA
449,HighSchool,2002,695,Brian Robison,Splendora,Texas,ILB,75,248,3,0.8,Splendora,TX,NA
450,HighSchool,2002,697,Darnell Ray,Hazelwood East,Illinois,CB,73,175,3,0.8,Saint Louis,MO,NA
451,HighSchool,2002,699,Danny Foster,Centennial,Colorado State,CB,71,170,3,0.8,Corona,CA,NA
452,HighSchool,2002,702,Tommy Griffin,John Tyler,Tulane,CB,70,195,3,0.8,Tyler,TX,NA
453,HighSchool,2002,703,Chris Reis,Roswell,Georgia Tech,S,73,204,3,0.8,Roswell,GA,NA
