,year,team,conference,rating,secondOrderWins,sos,offense.rating,offense.success,offense.explosiveness,offense.rushing,offense.passing,offense.standardDowns,offense.passingDowns,offense.runRate,offense.pace,defense.rating,defense.success,defense.explosiveness,defense.rushing,defense.passing,defense.standardDowns,defense.passingDowns,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,specialTeams
151,2000,Colorado,Pac-12,10.1,NA,NA,3.40E+01,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,2000,Pittsburgh,ACC,9.6,NA,NA,3.15E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,2000,Boston College,ACC,9.4,NA,NA,3.74E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,2000,Stanford,Pac-12,9.2,NA,NA,3.46E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,2000,Iowa State,Big 12,8.3,NA,NA,3.74E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,2000,UTEP,Conference USA,8.1,NA,NA,3.94E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,2000,Texas Tech,Big 12,7.9,NA,NA,3.19E+01,NA,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,2000,Boise State,Mountain West,7.9,NA,NA,4.41E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,2000,Alabama,SEC,7.9,NA,NA,2.95E+01,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,2000,Colorado State,Mountain West,7.5,NA,NA,3.29E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,2000,Michigan State,Big Ten,6.1,NA,NA,2.59E+01,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,2000,Arizona State,Pac-12,6,NA,NA,3.35E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,2000,Northern Illinois,Mid-American,5.6,NA,NA,4.06E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,2000,Arkansas,SEC,5.1,NA,NA,3.11E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,2000,Washington State,Pac-12,5,NA,NA,3.72E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,2000,California,Pac-12,5,NA,NA,3.20E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,2000,Fresno State,Mountain West,4.9,NA,NA,3.05E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,2000,USC,Pac-12,4.6,NA,NA,3.46E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,2000,Ole Miss,SEC,4,NA,NA,3.61E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,2000,Marshall,Conference USA,4,NA,NA,3.19E+01,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,2000,Virginia,ACC,2.5,NA,NA,2.85E+01,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,2000,Penn State,Big Ten,2.4,NA,NA,2.92E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,2000,BYU,FBS Independents,2.4,NA,NA,3.07E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,2000,New Mexico,Mountain West,2.1,NA,NA,2.35E+01,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,2000,Iowa,Big Ten,1.9,NA,NA,2.78E+01,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,2000,North Carolina,ACC,1.8,NA,NA,3.12E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,2000,Air Force,Mountain West,1.8,NA,NA,3.82E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2000,Illinois,Big Ten,1.8,NA,NA,3.27E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,2000,Minnesota,Big Ten,1.4,NA,NA,3.57E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,2000,Cincinnati,American Athletic,1.4,NA,NA,2.96E+01,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,2000,UAB,Conference USA,1.4,NA,NA,2.44E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,2000,NC State,ACC,1.2,NA,NA,3.68E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,2000,Kansas,Big 12,0.7,NA,NA,3.56E+01,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,2000,UNLV,Mountain West,0.4,NA,NA,3.04E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,2000,UCF,American Athletic,-0.4,NA,NA,3.29E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,2000,Maryland,Big Ten,-0.5,NA,NA,2.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,2000,Ohio,Mid-American,-0.7,NA,NA,2.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,2000,San José State,Mountain West,-1.4,NA,NA,3.69E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2000,Utah,Pac-12,-2.1,NA,NA,2.33E+01,NA,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,2000,Temple,American Athletic,-2.2,NA,NA,2.63E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,2000,Indiana,Big Ten,-2.2,NA,NA,4.08E+01,NA,NA,NA,NA,NA,NA,NA,NA,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,2000,Oklahoma State,Big 12,-3.7,NA,NA,2.78E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,2000,Missouri,SEC,-5.2,NA,NA,3.03E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,2000,Kentucky,SEC,-5.6,NA,NA,3.29E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,2000,San Diego State,Mountain West,-6.3,NA,NA,2.13E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,2000,Ball State,Mid-American,-6.7,NA,NA,2.92E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,2000,Rice,Conference USA,-7.4,NA,NA,2.80E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,2000,Akron,Mid-American,-7.4,NA,NA,3.20E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,2000,Vanderbilt,SEC,-8.1,NA,NA,2.20E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2000,Memphis,American Athletic,-9.4,NA,NA,1.57E+01,NA,NA,NA,NA,NA,NA,NA,NA,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2000,Rutgers,Big Ten,-9.5,NA,NA,3.14E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2000,Tulane,American Athletic,-10.3,NA,NA,3.32E+01,NA,NA,NA,NA,NA,NA,NA,NA,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2000,New Mexico State,FBS Independents,-11.3,NA,NA,3.19E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,2000,Miami (OH),Mid-American,-13,NA,NA,2.56E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,2000,Tulsa,American Athletic,-13.3,NA,NA,2.06E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2000,Hawai'i,Mountain West,-13.3,NA,NA,2.96E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,2000,Arkansas State,Sun Belt,-13.3,NA,NA,3.12E+01,NA,NA,NA,NA,NA,NA,NA,NA,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,2000,Houston,American Athletic,-13.6,NA,NA,2.68E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,2000,Middle Tennessee,Conference USA,-14.5,NA,NA,3.04E+01,NA,NA,NA,NA,NA,NA,NA,NA,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,2000,Utah State,Mountain West,-14.6,NA,NA,3.15E+01,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,2000,Louisiana Tech,Conference USA,-14.6,NA,NA,2.92E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,2000,Bowling Green,Mid-American,-15,NA,NA,1.86E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,2000,Eastern Michigan,Mid-American,-16.2,NA,NA,2.37E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,2000,Baylor,Big 12,-16.7,NA,NA,2.20E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,2000,Duke,ACC,-16.9,NA,NA,2.51E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,2000,Army,FBS Independents,-17.3,NA,NA,2.54E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,2000,Navy,American Athletic,-17.5,NA,NA,2.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,2000,Central Michigan,Mid-American,-17.8,NA,NA,1.98E+01,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,2000,Wake Forest,ACC,-18.8,NA,NA,2.23E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,2000,SMU,American Athletic,-19,NA,NA,1.78E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,2000,North Texas,Conference USA,-22,NA,NA,1.45E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,2000,Wyoming,Mountain West,-22.2,NA,NA,2.08E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2000,Nevada,Mountain West,-22.5,NA,NA,2.42E+01,NA,NA,NA,NA,NA,NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,2000,Kent State,Mid-American,-25,NA,NA,1.46E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2000,Louisiana,Sun Belt,-29.1,NA,NA,1.72E+01,NA,NA,NA,NA,NA,NA,NA,NA,41.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,2000,Connecticut,American Athletic,-29.4,NA,NA,1.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2000,Buffalo,Mid-American,-30.4,NA,NA,2.08E+01,NA,NA,NA,NA,NA,NA,NA,NA,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2000,South Florida,American Athletic,-35.3,NA,NA,9.60E+00,NA,NA,NA,NA,NA,NA,NA,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,2000,Louisiana Monroe,Sun Belt,-35.7,NA,NA,1.25E+01,NA,NA,NA,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,2000,nationalAverages,NA,1.4525862,NA,NA,3.19E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.4887931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,2001,Miami,ACC,35.5,NA,NA,4.70E+01,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,2001,Florida,SEC,32.3,NA,NA,5.01E+01,NA,NA,NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,2001,Tennessee,SEC,27,NA,NA,4.24E+01,NA,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,2001,Texas,Big 12,23.1,NA,NA,4.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,2001,Nebraska,Big Ten,23,NA,NA,4.22E+01,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,2001,Syracuse,ACC,21.9,NA,NA,3.69E+01,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,2001,Oregon,Pac-12,21,NA,NA,4.27E+01,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,2001,Florida State,ACC,20.8,NA,NA,4.44E+01,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,2001,LSU,SEC,20.2,NA,NA,4.22E+01,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,2001,Colorado,Pac-12,20.2,NA,NA,4.26E+01,NA,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,2001,Oklahoma,Big 12,19.3,NA,NA,3.50E+01,NA,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,2001,Virginia Tech,ACC,19.2,NA,NA,3.62E+01,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,2001,Michigan,Big Ten,19.2,NA,NA,3.66E+01,NA,NA,NA,NA,NA,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,2001,South Carolina,SEC,17.5,NA,NA,3.47E+01,NA,NA,NA,NA,NA,NA,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,2001,Kansas State,Big 12,17.1,NA,NA,3.46E+01,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,2001,UCLA,Pac-12,16.8,NA,NA,3.76E+01,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,2001,Washington State,Pac-12,16.6,NA,NA,4.05E+01,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,2001,Stanford,Pac-12,15.7,NA,NA,4.45E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,2001,Marshall,Conference USA,15.4,NA,NA,4.66E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,2001,Iowa,Big Ten,14.9,NA,NA,3.94E+01,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,2001,Illinois,Big Ten,14.9,NA,NA,4.03E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,2001,Texas Tech,Big 12,14.7,NA,NA,4.05E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,2001,Arkansas,SEC,14,NA,NA,3.46E+01,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,2001,Louisville,ACC,14,NA,NA,3.56E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,2001,USC,Pac-12,13.7,NA,NA,3.19E+01,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,2001,Maryland,Big Ten,13.7,NA,NA,4.01E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,2001,Georgia,SEC,13.3,NA,NA,3.42E+01,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,2001,Fresno State,Mountain West,13.3,NA,NA,4.44E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,2001,Boston College,ACC,13,NA,NA,3.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,2001,Utah,Pac-12,12.8,NA,NA,3.30E+01,NA,NA,NA,NA,NA,NA,NA,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,2001,North Carolina,ACC,12.2,NA,NA,3.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,2001,Pittsburgh,ACC,12,NA,NA,3.35E+01,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,2001,Alabama,SEC,11.8,NA,NA,3.29E+01,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,2001,Washington,Pac-12,11.6,NA,NA,4.11E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,2001,Notre Dame,FBS Independents,11.3,NA,NA,2.86E+01,NA,NA,NA,NA,NA,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,2001,Ohio State,Big Ten,11.1,NA,NA,3.29E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,2001,Georgia Tech,ACC,11,NA,NA,3.74E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,2001,East Carolina,American Athletic,10.8,NA,NA,4.36E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,2001,Texas A&M,SEC,10.8,NA,NA,2.66E+01,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,2001,Penn State,Big Ten,10.2,NA,NA,3.36E+01,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,2001,BYU,FBS Independents,9.6,NA,NA,4.77E+01,NA,NA,NA,NA,NA,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,2001,Oregon State,Pac-12,8.8,NA,NA,3.35E+01,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,2001,Bowling Green,Mid-American,8.6,NA,NA,3.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,2001,Michigan State,Big Ten,8.6,NA,NA,3.87E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,2001,Auburn,SEC,8.5,NA,NA,3.05E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,2001,Wisconsin,Big Ten,8.1,NA,NA,3.85E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,2001,Indiana,Big Ten,7.7,NA,NA,3.65E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,2001,Clemson,ACC,7.5,NA,NA,3.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,2001,Purdue,Big Ten,6.8,NA,NA,2.95E+01,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,2001,NC State,ACC,6.4,NA,NA,3.19E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,2001,Colorado State,Mountain West,6.1,NA,NA,3.14E+01,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,2001,Miami (OH),Mid-American,6,NA,NA,3.42E+01,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,2001,Ole Miss,SEC,5.6,NA,NA,4.06E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,2001,Mississippi State,SEC,5,NA,NA,2.88E+01,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,2001,Iowa State,Big 12,4.4,NA,NA,2.98E+01,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,2001,Toledo,Mid-American,4,NA,NA,3.74E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,2001,Hawai'i,Mountain West,4,NA,NA,4.30E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,2001,UCF,American Athletic,3.7,NA,NA,3.01E+01,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,2001,Southern Mississippi,Conference USA,3.2,NA,NA,2.68E+01,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,2001,West Virginia,Big 12,2.8,NA,NA,2.90E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,2001,Kentucky,SEC,2.4,NA,NA,3.56E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,2001,Boise State,Mountain West,2.4,NA,NA,3.59E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,2001,Arizona State,Pac-12,2.2,NA,NA,4.08E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,2001,Oklahoma State,Big 12,2.2,NA,NA,3.11E+01,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,2001,South Florida,American Athletic,2.2,NA,NA,3.07E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,2001,Wake Forest,ACC,1.5,NA,NA,3.56E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,2001,Troy,Sun Belt,1.4,NA,NA,3.12E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,2001,TCU,Big 12,0.4,NA,NA,2.92E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,2001,Minnesota,Big Ten,0.3,NA,NA,3.23E+01,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,2001,Memphis,American Athletic,-1,NA,NA,3.14E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,2001,UAB,Conference USA,-1.2,NA,NA,2.47E+01,NA,NA,NA,NA,NA,NA,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,2001,Western Michigan,Mid-American,-1.4,NA,NA,2.92E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
